month,Session,Species,Individual,DateTime,Trap,Date,Status,Pack,Sex,CamTerType,whowith,whowith1,whowith2,CamTerritory
Mar,1,Dingo,PCM1601,2022-03-10 18:42,PS7,2022-03-10,Dominant,SL,M,OOR,SLF1501,,,
Mar,1,Dingo,SLF1501,2022-03-10 18:42,PS7,2022-03-10,Dominant,SL,F,OOR,NA,,,
Mar,1,Dingo,SLM2005,2022-03-10 18:48,PS7,2022-03-10,SubDominant,SL,M,OOR,NA,,,
Mar,1,Dingo,UOM1701,2022-03-12 9:04,PS7,2022-03-12,Dominant,MB,M,PER,UOF1801,,,
Mar,1,Dingo,UOF1801,2022-03-12 9:04,PS7,2022-03-12,Dominant,MB,F,PER,NA,,,
Mar,1,Dingo,UOM1701,2022-03-14 19:48,PS7,2022-03-14,Dominant,MB,M,PER,UOM2002,,,
Mar,1,Dingo,UOM2002,2022-03-14 19:49,PS7,2022-03-14,SubDominant,MB,M,PER,NA,,,
May,1,Dingo,UOF1801,2022-05-08 17:49,PS7,2022-05-08,Dominant,MB,F,PER,UOM2002,,,
May,1,Dingo,UOM2002,2022-05-08 17:49,PS7,2022-05-08,SubDominant,MB,M,PER,NA,,,
Jan,1,Dingo,UOM2002,2022-01-16 11:04,PS8,2022-01-16,SubDominant,MB,M,COR,NA,,,
Jan,1,Dingo,UOM2001,2022-01-26 12:00,PS8,2022-01-26,SubDominant,MB,M,COR,NA,,,
Mar,1,Dingo,UOM2002,2022-03-07 7:01,PS8,2022-03-07,SubDominant,MB,M,COR,NA,,,
Mar,1,Dingo,UOM1701,2022-03-18 3:08,PS8,2022-03-18,Dominant,MB,M,COR,NA,,,
May,1,Dingo,UOF1801,2022-05-03 16:20,PS8,2022-05-03,Dominant,MB,F,COR,UOM2001,,,
May,1,Dingo,UOM2001,2022-05-03 16:20,PS8,2022-05-03,SubDominant,MB,M,COR,NA,,,
May,1,Dingo,UOM2002,2022-05-04 14:29,PS8,2022-05-04,SubDominant,MB,M,COR,UOF1801,,,
May,1,Dingo,UOF1801,2022-05-04 14:29,PS8,2022-05-04,Dominant,MB,F,COR,NA,,,
May,1,Dingo,UOF1801,2022-05-08 10:37,PS8,2022-05-08,Dominant,MB,F,COR,UOM2002,,,
May,1,Dingo,UOM2002,2022-05-08 10:37,PS8,2022-05-08,SubDominant,MB,M,COR,NA,,,
Dec,1,Dingo,UOM2001,2021-12-05 17:51,PS9,2021-12-05,SubDominant,MB,M,COR,UOM2002,,,
Dec,1,Dingo,UOM2002,2021-12-05 17:51,PS9,2021-12-05,SubDominant,MB,M,COR,UOM1701,,,
Dec,1,Dingo,UOM1701,2021-12-05 17:51,PS9,2021-12-05,Dominant,MB,M,COR,UOF1801,,,
Dec,1,Dingo,UOF1801,2021-12-05 17:51,PS9,2021-12-05,Dominant,MB,F,COR,NA,,,
Dec,1,Dingo,UOF1801,2021-12-09 7:46,PS9,2021-12-09,Dominant,MB,F,COR,NA,,,
Dec,1,Dingo,UOF1801,2021-12-21 6:18,PS9,2021-12-21,Dominant,MB,F,COR,UOM2002,,,
Dec,1,Dingo,UOM2002,2021-12-21 6:18,PS9,2021-12-21,SubDominant,MB,M,COR,UOM2001,,,
Dec,1,Dingo,UOM2001,2021-12-21 6:18,PS9,2021-12-21,SubDominant,MB,M,COR,UOM1701,,,
Dec,1,Dingo,UOM1701,2021-12-21 6:18,PS9,2021-12-21,Dominant,MB,M,COR,NA,,,
Dec,1,Dingo,UOF1801,2021-12-28 6:30,PS9,2021-12-28,Dominant,MB,F,COR,NA,,,
Jan,1,Dingo,UOM1701,2022-01-16 7:07,PS9,2022-01-16,Dominant,MB,M,COR,NA,,,
Jan,1,Dingo,UOM1701,2022-01-16 7:46,PS9,2022-01-16,Dominant,MB,M,COR,UOF1801,,,
Jan,1,Dingo,UOF1801,2022-01-16 7:46,PS9,2022-01-16,Dominant,MB,F,COR,UOM2001,,,
Jan,1,Dingo,UOM2001,2022-01-16 7:48,PS9,2022-01-16,SubDominant,MB,M,COR,NA,,,
Jan,1,Dingo,UOF1801,2022-01-21 7:19,PS9,2022-01-21,Dominant,MB,F,COR,UOM1701,,,
Jan,1,Dingo,UOM1701,2022-01-21 7:20,PS9,2022-01-21,Dominant,MB,M,COR,UOM2002,,,
Jan,1,Dingo,UOM2002,2022-01-21 7:20,PS9,2022-01-21,SubDominant,MB,M,COR,UOM2001,,,
Jan,1,Dingo,UOM2001,2022-01-21 7:20,PS9,2022-01-21,SubDominant,MB,M,COR,NA,,,
Feb,1,Dingo,UOM2001,2022-02-03 7:59,PS9,2022-02-03,SubDominant,MB,M,COR,UOM1701,,,
Feb,1,Dingo,UOM1701,2022-02-03 7:59,PS9,2022-02-03,Dominant,MB,M,COR,UOF1801,,,
Feb,1,Dingo,UOF1801,2022-02-03 7:59,PS9,2022-02-03,Dominant,MB,F,COR,UOM2002,,,
Feb,1,Dingo,UOM2002,2022-02-03 7:59,PS9,2022-02-03,SubDominant,MB,M,COR,NA,,,
Mar,1,Dingo,UOM2002,2022-03-01 13:43,PS9,2022-03-01,SubDominant,MB,M,COR,NA,,,
Mar,1,Dingo,UOM2001,2022-03-07 11:12,PS9,2022-03-07,SubDominant,MB,M,COR,NA,,,
Mar,1,Dingo,UOF1801,2022-03-26 8:00,PS9,2022-03-26,Dominant,MB,F,COR,UOM1701,,,
Mar,1,Dingo,UOM1701,2022-03-26 8:01,PS9,2022-03-26,Dominant,MB,M,COR,NA,,,
Apr,1,Dingo,UOM2001,2022-03-28 18:22,PS9,2022-03-28,SubDominant,MB,M,COR,UOF1801,,,
Apr,1,Dingo,UOF1801,2022-03-28 18:22,PS9,2022-03-28,Dominant,MB,F,COR,UOM1701,,,
Apr,1,Dingo,UOM1701,2022-03-28 18:22,PS9,2022-03-28,Dominant,MB,M,COR,NA,,,
Apr,1,Dingo,UOM2001,2022-04-04 17:10,PS9,2022-04-04,SubDominant,MB,M,COR,UOM1701,,,
Apr,1,Dingo,UOM1701,2022-04-04 17:10,PS9,2022-04-04,Dominant,MB,M,COR,UOF1801,,,
Apr,1,Dingo,UOF1801,2022-04-04 17:10,PS9,2022-04-04,Dominant,MB,F,COR,NA,,,
Apr,1,Dingo,UOM2002,2022-04-11 18:34,PS9,2022-04-11,SubDominant,MB,M,COR,UOF1801,,,
Apr,1,Dingo,UOF1801,2022-04-11 18:34,PS9,2022-04-11,Dominant,MB,F,COR,NA,,,
May,1,Dingo,UOF1801,2022-05-07 8:11,PS9,2022-05-07,Dominant,MB,F,COR,UOM2002,,,
May,1,Dingo,UOM2002,2022-05-07 8:11,PS9,2022-05-07,SubDominant,MB,M,COR,NA,,,
May,1,Dingo,UOM2001,2022-05-18 17:20,PS9,2022-05-18,SubDominant,MB,M,COR,UOF1801,,,
May,1,Dingo,UOF1801,2022-05-18 17:20,PS9,2022-05-18,Dominant,MB,F,COR,UOM2002,,,
May,1,Dingo,UOM2002,2022-05-18 17:20,PS9,2022-05-18,SubDominant,MB,M,COR,NA,,,
