Year,Day,Hour,Minutes,Latitude,Longitude,Altitude,Hdop,Num_of_sats,Individual
21,199,20,0,-32.538037,152.319569,15,0.8,9,UOM2002
21,199,21,0,-32.546182,152.308685,8,0.8,9,UOM2002
21,199,22,0,-32.543022,152.310414,6,1.3,7,UOM2002
21,199,23,0,-32.543028,152.310541,2,0.7,11,UOM2002
21,200,0,0,-32.543003,152.310414,0,0.9,8,UOM2002
21,200,1,0,-32.543003,152.310465,17,0.9,9,UOM2002
21,200,2,0,-32.542958,152.31049,18,0.9,9,UOM2002
21,200,3,0,-32.542844,152.310363,51,0.9,8,UOM2002
21,200,4,0,-32.542984,152.310516,39,1.2,7,UOM2002
21,200,5,0,-32.542856,152.310745,8,0.9,8,UOM2002
21,200,6,0,-32.544306,152.309956,15,0.9,8,UOM2002
21,200,7,0,-32.526237,152.336507,13,0.9,10,UOM2002
21,200,8,0,-32.538934,152.320281,8,0.8,10,UOM2002
21,200,9,0,-32.538686,152.319849,10,0.9,9,UOM2002
21,200,10,0,-32.539321,152.320002,2,0.9,9,UOM2002
21,200,11,0,-32.539366,152.319951,2,0.8,10,UOM2002
21,200,12,0,-32.538209,152.321477,0,0.8,9,UOM2002
21,200,13,0,-32.537007,152.319035,1,1,8,UOM2002
21,200,14,0,-32.539105,152.317815,27,0.7,10,UOM2002
21,200,15,0,-32.539054,152.31784,1,0.7,11,UOM2002
21,200,16,0,-32.538819,152.321044,0,1,9,UOM2002
21,200,17,0,-32.549748,152.30782,0,1.1,8,UOM2002
21,200,18,0,-32.542322,152.310109,0,1,8,UOM2002
21,200,19,0,-32.542977,152.310618,0,1.3,6,UOM2002
21,200,20,0,-32.543041,152.310643,5,1.2,6,UOM2002
21,200,21,0,-32.538883,152.316645,5,0.9,8,UOM2002
21,200,22,0,-32.543162,152.309397,0,1.3,7,UOM2002
21,200,23,0,-32.543212,152.309499,11,0.8,10,UOM2002
21,201,0,0,-32.543155,152.309448,28,0.7,10,UOM2002
21,201,1,0,-32.543289,152.309422,12,0.8,10,UOM2002
21,201,2,0,-32.543174,152.309371,18,0.8,10,UOM2002
21,201,3,0,-32.543187,152.309371,11,0.8,9,UOM2002
21,201,4,0,-32.543079,152.309473,9,1.1,7,UOM2002
21,201,5,0,-32.543219,152.309397,0,0.8,9,UOM2002
21,201,6,0,-32.543734,152.3096,27,0.8,8,UOM2002
21,201,7,0,-32.546913,152.311406,21,0.8,10,UOM2002
21,201,8,0,-32.529569,152.331726,4,0.9,9,UOM2002
21,201,9,0,-32.534159,152.325826,6,0.9,9,UOM2002
21,201,10,0,-32.539728,152.318247,3,0.9,9,UOM2002
21,201,11,0,-32.539786,152.318272,5,0.9,9,UOM2002
21,201,12,0,-32.5399,152.318298,0,0.9,9,UOM2002
21,201,13,0,-32.539849,152.318298,6,0.9,8,UOM2002
21,201,14,0,-32.539855,152.314483,0,0.7,11,UOM2002
21,201,15,0,-32.539766,152.314509,3,0.8,10,UOM2002
21,201,16,0,-32.539855,152.314509,7,1,8,UOM2002
21,201,17,0,-32.542202,152.312042,8,1,8,UOM2002
21,201,18,0,-32.543759,152.309651,20,0.8,10,UOM2002
21,201,19,0,-32.543778,152.309575,0,1.1,7,UOM2002
21,201,20,0,-32.543842,152.309549,0,0.8,9,UOM2002
21,201,21,0,-32.543772,152.309524,8,0.8,9,UOM2002
21,201,22,0,-32.543899,152.309651,22,0.9,9,UOM2002
21,201,23,0,-32.543829,152.309575,0,0.7,11,UOM2002
21,202,0,0,-32.543746,152.309549,11,0.7,10,UOM2002
21,202,1,0,-32.543861,152.309549,1,0.8,10,UOM2002
21,202,2,0,-32.543791,152.309575,0,0.8,10,UOM2002
21,202,3,0,-32.543804,152.309473,0,0.8,9,UOM2002
21,202,4,0,-32.543829,152.309524,0,1.1,7,UOM2002
21,202,5,0,-32.543874,152.309499,0,0.7,10,UOM2002
21,202,6,0,-32.543785,152.309575,23,1,7,UOM2002
21,202,7,0,-32.540676,152.313695,31,0.8,10,UOM2002
21,202,8,0,-32.511213,152.329055,13,0.9,9,UOM2002
21,202,9,0,-32.504811,152.336278,3,1.9,5,UOM2002
21,202,10,0,-32.503794,152.333226,33,1,8,UOM2002
21,202,11,0,-32.505746,152.330073,4,0.8,10,UOM2002
21,202,12,0,-32.507971,152.325775,19,0.8,9,UOM2002
21,202,13,0,-32.502732,152.305302,6,1,8,UOM2002
21,202,14,0,-32.499992,152.30454,25,0.8,10,UOM2002
21,202,15,0,-32.498733,152.304565,2,0.8,10,UOM2002
21,202,16,0,-32.499032,152.305023,3,1,9,UOM2002
21,202,17,0,-32.499159,152.305023,3,0.8,9,UOM2002
21,202,18,0,-32.523796,152.323003,3,1,8,UOM2002
21,202,19,0,-32.538692,152.316975,17,0.9,8,UOM2002
21,202,20,0,-32.549208,152.30782,4,1,7,UOM2002
21,202,21,0,-32.531374,152.323206,16,0.8,9,UOM2002
21,202,22,0,-32.521443,152.323181,0,1.5,7,UOM2002
21,202,23,0,-32.502967,152.305887,0,0.7,11,UOM2002
21,203,0,0,-32.502923,152.305913,0,0.8,10,UOM2002
21,203,1,0,-32.502904,152.305887,14,0.8,10,UOM2002
21,203,2,0,-32.503431,152.310389,10,0.8,10,UOM2002
21,203,3,0,-32.503559,152.310567,5,1,8,UOM2002
21,203,4,0,-32.503527,152.310618,0,1.1,7,UOM2002
21,203,5,0,-32.503311,152.310668,44,0.8,9,UOM2002
21,203,6,0,-32.516376,152.323206,17,0.8,9,UOM2002
21,203,7,0,-32.535437,152.320561,28,0.9,9,UOM2002
21,203,9,0,-32.539817,152.318323,3,1.1,8,UOM2002
21,203,10,0,-32.539563,152.318323,5,1.2,8,UOM2002
21,203,11,0,-32.539576,152.318247,2,0.8,10,UOM2002
21,203,12,0,-32.54011,152.31901,0,0.9,9,UOM2002
21,203,13,0,-32.547606,152.311584,5,1.1,8,UOM2002
21,203,14,0,-32.549621,152.30754,0,1.1,7,UOM2002
21,203,15,0,-32.555343,152.302785,1,1,8,UOM2002
21,203,16,0,-32.549723,152.307668,13,1.1,7,UOM2002
21,203,17,0,-32.540402,152.315246,10,1.7,4,UOM2002
21,203,18,0,-32.540625,152.315043,0,0.9,8,UOM2002
21,203,19,0,-32.540555,152.315246,15,1.1,7,UOM2002
21,203,20,0,-32.540555,152.31517,23,1.2,5,UOM2002
21,203,21,0,-32.540555,152.315272,29,1,8,UOM2002
21,203,22,0,-32.540542,152.315195,3,1,8,UOM2002
21,203,23,0,-32.540618,152.315195,8,0.8,9,UOM2002
21,204,0,0,-32.540606,152.315195,14,0.9,8,UOM2002
21,204,1,0,-32.540752,152.315424,2,0.9,10,UOM2002
21,204,2,0,-32.540669,152.31545,11,0.7,11,UOM2002
21,204,3,0,-32.540657,152.315399,25,1.1,8,UOM2002
21,204,4,0,-32.540695,152.31545,18,1.1,7,UOM2002
21,204,5,0,-32.540199,152.315551,43,0.8,9,UOM2002
21,204,6,0,-32.540765,152.315424,17,1,8,UOM2002
21,204,7,0,-32.536467,152.323054,13,0.8,11,UOM2002
21,204,8,0,-32.501995,152.365854,16,0.9,10,UOM2002
21,204,9,0,-32.497976,152.371653,0,0.9,9,UOM2002
21,204,10,0,-32.497239,152.373916,14,0.8,10,UOM2002
21,204,11,0,-32.497582,152.373942,6,0.8,9,UOM2002
21,204,12,0,-32.497461,152.373916,2,0.9,9,UOM2002
21,204,13,0,-32.497544,152.373891,13,1,8,UOM2002
21,204,14,0,-32.497754,152.374094,3,0.8,9,UOM2002
21,204,15,0,-32.490875,152.405832,0,0.7,12,UOM2002
21,204,16,0,-32.489489,152.407689,0,1,9,UOM2002
21,204,17,0,-32.490137,152.403569,4,0.8,10,UOM2002
21,204,18,0,-32.490907,152.40479,0,0.8,10,UOM2002
21,204,19,0,-32.490964,152.405044,0,0.9,8,UOM2002
21,204,20,0,-32.490296,152.40568,14,0.8,9,UOM2002
21,204,21,0,-32.490277,152.405705,14,0.8,9,UOM2002
21,204,22,0,-32.488859,152.398101,0,1.2,7,UOM2002
21,204,23,0,-32.489044,152.39861,0,0.9,10,UOM2002
21,205,0,0,-32.490964,152.405171,0,0.7,11,UOM2002
21,205,1,0,-32.491758,152.402501,0,0.9,10,UOM2002
21,205,2,0,-32.490678,152.405222,1,0.7,12,UOM2002
21,205,3,0,-32.490652,152.405222,0,0.8,10,UOM2002
21,205,4,0,-32.490646,152.405273,2,1.1,8,UOM2002
21,205,5,0,-32.490652,152.405222,0,0.9,9,UOM2002
21,205,6,0,-32.490627,152.405222,8,0.9,10,UOM2002
21,205,7,0,-32.490379,152.40657,2,0.8,11,UOM2002
21,205,8,0,-32.490964,152.405044,5,0.9,10,UOM2002
21,205,9,0,-32.490926,152.405171,4,0.9,10,UOM2002
21,205,10,0,-32.490754,152.405044,0,0.9,10,UOM2002
21,205,11,0,-32.490627,152.405273,5,0.8,11,UOM2002
21,205,12,0,-32.490684,152.406036,0,1.1,9,UOM2002
21,205,13,0,-32.490837,152.405934,0,0.8,10,UOM2002
21,205,14,0,-32.489114,152.407231,10,0.7,10,UOM2002
21,205,15,0,-32.490379,152.406087,0,0.7,11,UOM2002
21,205,16,0,-32.490767,152.404179,2,0.8,10,UOM2002
21,205,17,0,-32.490487,152.406468,0,0.8,9,UOM2002
21,205,18,0,-32.489927,152.406697,29,1,7,UOM2002
21,205,19,0,-32.489819,152.406621,0,0.9,8,UOM2002
21,205,20,0,-32.489495,152.406748,6,1.3,6,UOM2002
21,205,21,0,-32.489565,152.406748,21,1,8,UOM2002
21,205,22,0,-32.489616,152.406672,0,1.3,7,UOM2002
21,205,23,0,-32.489673,152.406494,18,0.7,11,UOM2002
21,206,0,0,-32.489641,152.406595,3,0.8,9,UOM2002
21,206,1,0,-32.489711,152.406621,9,1.4,6,UOM2002
21,206,2,0,-32.490341,152.402984,15,0.7,11,UOM2002
21,206,3,0,-32.490334,152.402908,4,1.1,8,UOM2002
21,206,4,0,-32.490353,152.402984,24,0.9,9,UOM2002
21,206,5,0,-32.490385,152.402908,2,0.8,9,UOM2002
21,206,6,0,-32.49043,152.402857,6,0.7,11,UOM2002
21,206,7,0,-32.490563,152.406417,5,0.8,11,UOM2002
21,206,8,0,-32.490277,152.406494,0,0.9,10,UOM2002
21,206,9,0,-32.489978,152.406773,0,1.2,9,UOM2002
21,206,10,0,-32.490334,152.406138,1,0.8,11,UOM2002
21,206,11,0,-32.490315,152.406163,2,0.9,9,UOM2002
21,206,12,0,-32.489393,152.406672,5,0.8,10,UOM2002
21,206,13,0,-32.49064,152.405044,0,0.8,10,UOM2002
21,206,14,0,-32.490659,152.405044,4,0.7,12,UOM2002
21,206,15,0,-32.485744,152.396575,0,0.9,9,UOM2002
21,206,16,0,-32.499655,152.346654,0,0.8,10,UOM2002
21,206,17,0,-32.533282,152.320943,3,0.8,10,UOM2002
21,206,18,0,-32.539124,152.316085,0,0.8,10,UOM2002
21,206,19,0,-32.543073,152.310592,29,1.1,7,UOM2002
21,206,20,0,-32.542882,152.310643,44,0.9,8,UOM2002
21,206,21,0,-32.54299,152.31077,24,0.9,8,UOM2002
21,206,22,0,-32.542907,152.310821,0,1.1,8,UOM2002
21,206,23,0,-32.542984,152.310796,16,0.7,11,UOM2002
21,207,0,0,-32.542958,152.31077,10,0.9,8,UOM2002
21,207,1,0,-32.542984,152.31077,0,0.9,10,UOM2002
21,207,2,0,-32.54285,152.310846,15,0.7,11,UOM2002
21,207,3,0,-32.542977,152.310719,13,0.9,9,UOM2002
21,207,4,0,-32.542952,152.310745,3,1.2,7,UOM2002
21,207,5,0,-32.542895,152.310745,3,0.8,10,UOM2002
21,207,6,0,-32.542958,152.310745,13,1.1,7,UOM2002
21,207,7,0,-32.542875,152.310745,26,1,10,UOM2002
21,207,8,0,-32.543753,152.308609,9,1.1,9,UOM2002
21,207,9,0,-32.543677,152.308736,6,1,10,UOM2002
21,207,10,0,-32.543746,152.308659,7,0.8,10,UOM2002
21,207,11,0,-32.543092,152.308609,0,0.7,11,UOM2002
21,207,12,0,-32.543842,152.308812,0,1.1,9,UOM2002
21,207,13,0,-32.549443,152.307642,0,0.8,10,UOM2002
21,207,14,0,-32.549221,152.307591,0,0.7,11,UOM2002
21,207,15,0,-32.549697,152.307439,0,0.8,10,UOM2002
21,207,16,0,-32.549767,152.307795,0,0.8,10,UOM2002
21,207,17,0,-32.538558,152.317153,0,0.9,9,UOM2002
21,207,18,0,-32.538247,152.320409,8,0.8,10,UOM2002
21,207,19,0,-32.549062,152.307795,0,1.1,8,UOM2002
21,207,20,0,-32.549049,152.307871,9,0.8,9,UOM2002
21,207,21,0,-32.549532,152.307439,15,0.9,8,UOM2002
21,207,22,0,-32.549074,152.307896,0,1.2,7,UOM2002
21,207,23,0,-32.549284,152.307718,0,0.7,11,UOM2002
21,208,0,0,-32.549017,152.307744,19,0.8,10,UOM2002
21,208,1,0,-32.549068,152.307668,4,0.8,11,UOM2002
21,208,2,0,-32.549011,152.307718,0,0.8,9,UOM2002
21,208,3,0,-32.548947,152.307591,0,0.9,9,UOM2002
21,208,4,0,-32.549017,152.307718,6,0.8,10,UOM2002
21,208,5,0,-32.549049,152.307617,13,0.9,8,UOM2002
21,208,6,0,-32.540065,152.31344,24,1.4,7,UOM2002
21,208,7,0,-32.537662,152.318476,14,1.2,9,UOM2002
21,208,8,0,-32.536727,152.32051,19,1,9,UOM2002
21,208,9,0,-32.536747,152.32051,16,0.7,12,UOM2002
21,208,10,0,-32.536797,152.320485,12,0.9,9,UOM2002
21,208,11,0,-32.542647,152.308939,0,0.8,10,UOM2002
21,208,12,0,-32.549621,152.307261,0,0.8,10,UOM2002
21,208,13,0,-32.549348,152.307642,2,0.8,10,UOM2002
21,208,14,0,-32.529613,152.322926,20,0.6,13,UOM2002
21,208,15,0,-32.500742,152.344594,7,1.8,5,UOM2002
21,208,16,0,-32.479621,152.389328,11,1.1,8,UOM2002
21,208,17,0,-32.487937,152.397796,8,0.8,9,UOM2002
21,208,18,0,-32.484943,152.397593,24,1.1,7,UOM2002
21,208,19,0,-32.484886,152.378545,0,1,8,UOM2002
21,208,20,0,-32.494257,152.356063,17,1.4,7,UOM2002
21,208,21,0,-32.518817,152.322748,56,0.9,9,UOM2002
21,208,22,0,-32.525302,152.322494,7,0.9,8,UOM2002
21,208,23,0,-32.525385,152.322494,12,0.8,10,UOM2002
21,209,0,0,-32.52548,152.322596,11,0.8,10,UOM2002
21,209,1,0,-32.525341,152.322621,1,1,10,UOM2002
21,209,2,0,-32.525385,152.322469,18,0.8,10,UOM2002
21,209,3,0,-32.543753,152.309524,0,1.1,9,UOM2002
21,209,4,0,-32.544153,152.3096,0,0.8,9,UOM2002
21,209,5,0,-32.544115,152.309626,12,0.9,9,UOM2002
21,209,6,0,-32.544147,152.309575,3,0.9,9,UOM2002
21,209,7,0,-32.520827,152.322774,10,1.2,9,UOM2002
21,209,8,0,-32.508524,152.318756,7,1.2,7,UOM2002
21,209,9,0,-32.508696,152.318628,27,0.7,12,UOM2002
21,209,10,0,-32.508689,152.318756,0,0.9,9,UOM2002
21,209,11,0,-32.508696,152.318756,2,1.1,8,UOM2002
21,209,12,0,-32.509789,152.318603,90,1.4,6,UOM2002
21,209,13,0,-32.509694,152.3184,0,0.8,10,UOM2002
21,209,14,0,-32.509637,152.318222,1,0.6,13,UOM2002
21,209,15,0,-32.509738,152.318272,11,0.9,9,UOM2002
21,209,16,0,-32.509681,152.318323,1,0.8,10,UOM2002
21,209,17,0,-32.528729,152.322926,20,0.8,9,UOM2002
21,209,18,0,-32.533186,152.321909,7,1.2,6,UOM2002
21,209,19,0,-32.538406,152.316823,0,1.1,7,UOM2002
21,209,20,0,-32.540059,152.314458,33,0.8,9,UOM2002
21,209,21,0,-32.543969,152.309219,0,1.3,7,UOM2002
21,209,22,0,-32.54388,152.30927,0,1.4,6,UOM2002
21,209,23,0,-32.543575,152.308939,7,0.8,10,UOM2002
21,210,0,0,-32.549354,152.308609,23,0.8,10,UOM2002
21,210,1,0,-32.549081,152.30871,11,0.8,11,UOM2002
21,210,2,0,-32.549081,152.30871,13,0.7,11,UOM2002
21,210,3,0,-32.549049,152.30871,22,1,8,UOM2002
21,210,4,0,-32.549023,152.308812,5,0.8,10,UOM2002
21,210,5,0,-32.549011,152.308812,16,0.8,10,UOM2002
21,210,6,0,-32.5491,152.308837,39,0.8,11,UOM2002
21,210,7,0,-32.549691,152.307413,5,0.9,10,UOM2002
21,210,8,0,-32.543785,152.309549,11,1.1,9,UOM2002
21,210,9,0,-32.544236,152.310109,11,0.8,11,UOM2002
21,210,10,0,-32.543696,152.309499,7,0.9,9,UOM2002
21,210,11,0,-32.543759,152.309499,18,0.8,10,UOM2002
21,210,12,0,-32.54285,152.308761,0,0.8,10,UOM2002
21,210,13,0,-32.543371,152.308456,0,0.7,11,UOM2002
21,210,14,0,-32.543289,152.308583,15,0.6,13,UOM2002
21,210,15,0,-32.543219,152.308634,0,0.9,9,UOM2002
21,210,16,0,-32.550473,152.305887,0,0.8,10,UOM2002
21,210,17,0,-32.557486,152.300038,0,0.7,10,UOM2002
21,210,18,0,-32.543734,152.309524,0,0.9,8,UOM2002
21,210,19,0,-32.538819,152.321324,0,0.8,9,UOM2002
21,210,20,0,-32.53688,152.320231,22,0.9,8,UOM2002
21,210,21,0,-32.515244,152.324681,3,1,8,UOM2002
21,210,22,0,-32.493221,152.357971,0,0.8,9,UOM2002
21,210,23,0,-32.481586,152.398127,21,0.7,11,UOM2002
21,211,0,0,-32.490659,152.405807,4,0.8,10,UOM2002
21,211,1,0,-32.489686,152.406875,7,0.8,11,UOM2002
21,211,2,0,-32.489934,152.406239,14,0.8,10,UOM2002
21,211,3,0,-32.492884,152.397618,10,1,8,UOM2002
21,211,4,0,-32.492401,152.397847,4,0.8,10,UOM2002
21,211,5,0,-32.492369,152.397771,11,0.8,10,UOM2002
21,211,6,0,-32.492394,152.397796,16,0.8,11,UOM2002
21,211,7,0,-32.492439,152.397771,13,0.9,11,UOM2002
21,211,8,0,-32.491034,152.405298,0,0.9,10,UOM2002
21,211,9,0,-32.490442,152.403416,5,0.8,11,UOM2002
21,211,10,0,-32.490442,152.403366,20,0.9,10,UOM2002
21,211,11,0,-32.4905,152.403391,0,0.9,9,UOM2002
21,211,12,0,-32.490468,152.403315,0,0.9,9,UOM2002
21,211,13,0,-32.490487,152.403416,5,0.7,11,UOM2002
21,211,14,0,-32.490481,152.403467,0,0.7,12,UOM2002
21,211,15,0,-32.496571,152.389811,0,1,9,UOM2002
21,211,16,0,-32.510253,152.361073,0,0.7,11,UOM2002
21,211,17,0,-32.534928,152.324681,22,0.9,8,UOM2002
21,211,18,0,-32.539468,152.318628,0,1.1,6,UOM2002
21,211,19,0,-32.543429,152.310821,2,0.9,8,UOM2002
21,211,20,0,-32.543708,152.309499,32,0.8,9,UOM2002
21,211,21,0,-32.543905,152.309575,23,0.9,9,UOM2002
21,211,22,0,-32.543797,152.309549,13,0.8,9,UOM2002
21,211,23,0,-32.543861,152.309549,0,0.7,10,UOM2002
21,212,0,0,-32.543772,152.309575,9,0.7,11,UOM2002
21,212,1,0,-32.543766,152.309575,10,0.8,11,UOM2002
21,212,2,0,-32.543778,152.309549,5,0.9,9,UOM2002
21,212,3,0,-32.543734,152.309549,0,1,8,UOM2002
21,212,4,0,-32.543823,152.309524,0,0.8,10,UOM2002
21,212,5,0,-32.543734,152.309549,5,0.8,10,UOM2002
21,212,6,0,-32.543766,152.309549,11,0.8,11,UOM2002
21,212,7,0,-32.543734,152.309575,23,0.8,11,UOM2002
21,212,8,0,-32.545616,152.307769,5,1,9,UOM2002
21,212,9,0,-32.549653,152.307922,5,1,10,UOM2002
21,212,10,0,-32.54971,152.307286,3,0.9,10,UOM2002
21,212,11,0,-32.549488,152.3081,1,0.8,10,UOM2002
21,212,12,0,-32.549659,152.3081,9,1.2,8,UOM2002
21,212,13,0,-32.548998,152.307362,0,0.7,11,UOM2002
21,212,14,0,-32.549303,152.307769,2,0.7,11,UOM2002
21,212,15,0,-32.548687,152.30749,0,1,8,UOM2002
21,212,16,0,-32.549608,152.307235,7,0.9,9,UOM2002
21,212,17,0,-32.549259,152.308074,4,0.9,9,UOM2002
21,212,18,0,-32.55053,152.309371,1,1,7,UOM2002
21,212,19,0,-32.54861,152.307922,0,1.2,6,UOM2002
21,212,20,0,-32.54868,152.307515,0,1.2,7,UOM2002
21,212,21,0,-32.548617,152.308074,40,1.1,7,UOM2002
21,212,22,0,-32.548712,152.307947,0,0.8,9,UOM2002
21,212,23,0,-32.541241,152.311152,20,0.8,9,UOM2002
21,213,0,0,-32.5436,152.309906,4,0.8,10,UOM2002
21,213,1,0,-32.543734,152.309575,0,0.7,12,UOM2002
21,213,2,0,-32.543804,152.309575,0,0.7,10,UOM2002
21,213,3,0,-32.549659,152.307134,0,1.1,8,UOM2002
21,213,4,0,-32.549259,152.307795,6,0.8,10,UOM2002
21,213,5,0,-32.543378,152.308507,14,0.8,10,UOM2002
21,213,6,0,-32.543416,152.308558,19,1.2,8,UOM2002
21,213,7,0,-32.543696,152.30871,21,0.9,10,UOM2002
21,213,8,0,-32.543797,152.308685,7,1.1,8,UOM2002
21,213,9,0,-32.543746,152.308609,0,0.8,10,UOM2002
21,213,10,0,-32.543842,152.308761,12,1,8,UOM2002
21,213,11,0,-32.543727,152.308761,0,0.8,10,UOM2002
21,213,12,0,-32.549685,152.306955,0,1,9,UOM2002
21,213,13,0,-32.54924,152.308049,0,0.8,10,UOM2002
21,213,14,0,-32.547828,152.308558,0,0.8,8,UOM2002
21,213,15,0,-32.549469,152.307566,0,1,8,UOM2002
21,213,16,0,-32.560366,152.302022,3,0.8,10,UOM2002
21,213,17,0,-32.561078,152.301513,1,0.7,10,UOM2002
21,213,18,0,-32.549208,152.3081,0,1.2,6,UOM2002
21,213,19,0,-32.549964,152.307032,12,0.9,8,UOM2002
21,213,20,0,-32.549023,152.308049,7,0.8,9,UOM2002
21,213,21,0,-32.549329,152.3081,0,1.3,7,UOM2002
21,213,22,0,-32.549405,152.308151,0,0.8,10,UOM2002
21,213,23,0,-32.549316,152.308227,0,0.9,8,UOM2002
21,214,0,0,-32.549265,152.308176,8,0.8,9,UOM2002
21,214,1,0,-32.549259,152.308202,12,0.8,10,UOM2002
21,214,2,0,-32.549259,152.308151,34,0.9,8,UOM2002
21,214,3,0,-32.549259,152.308202,12,1.2,6,UOM2002
21,214,4,0,-32.549265,152.308151,1,1.6,6,UOM2002
21,214,5,0,-32.549246,152.308176,10,1.1,9,UOM2002
21,214,6,0,-32.54964,152.307922,19,1.2,8,UOM2002
21,214,7,0,-32.53866,152.319239,11,1,10,UOM2002
21,214,8,0,-32.539054,152.318018,11,0.9,10,UOM2002
21,214,9,0,-32.53908,152.318018,16,0.8,11,UOM2002
21,214,10,0,-32.539042,152.317993,13,0.8,10,UOM2002
21,214,11,0,-32.549577,152.307795,0,0.8,10,UOM2002
21,214,12,0,-32.549602,152.307998,14,1.1,8,UOM2002
21,214,13,0,-32.549443,152.30749,2,0.7,11,UOM2002
21,214,14,0,-32.547281,152.308303,4,0.7,12,UOM2002
21,214,15,0,-32.549767,152.307515,0,1.1,8,UOM2002
21,214,16,0,-32.549774,152.307668,0,0.8,9,UOM2002
21,214,17,0,-32.560035,152.299555,0,0.9,9,UOM2002
21,214,18,0,-32.548203,152.309549,0,1.2,6,UOM2002
21,214,19,0,-32.549716,152.307795,1,0.9,8,UOM2002
21,214,20,0,-32.549977,152.307515,8,0.9,8,UOM2002
21,214,21,0,-32.547968,152.307286,0,0.9,9,UOM2002
21,214,22,0,-32.549519,152.307235,0,0.9,9,UOM2002
21,214,23,0,-32.549748,152.307795,0,0.8,9,UOM2002
21,215,0,0,-32.549945,152.307235,6,0.7,11,UOM2002
21,215,1,0,-32.54992,152.307235,0,0.7,12,UOM2002
21,215,2,0,-32.549895,152.30721,7,0.9,9,UOM2002
21,215,3,0,-32.549914,152.307261,0,1.1,8,UOM2002
21,215,4,0,-32.549888,152.307235,0,0.8,10,UOM2002
21,215,5,0,-32.550111,152.307184,10,0.9,9,UOM2002
21,215,6,0,-32.549697,152.307184,10,0.9,10,UOM2002
21,215,7,0,-32.531069,152.329895,9,1,10,UOM2002
21,215,8,0,-32.511741,152.342585,11,0.9,10,UOM2002
21,215,9,0,-32.511506,152.343399,15,0.8,11,UOM2002
21,215,10,0,-32.511837,152.342152,6,0.7,12,UOM2002
21,215,11,0,-32.511989,152.342508,11,1,8,UOM2002
21,215,12,0,-32.52274,152.341491,0,1,9,UOM2002
21,215,13,0,-32.549538,152.307769,5,0.8,10,UOM2002
21,215,14,0,-32.549392,152.307896,0,0.8,9,UOM2002
21,215,15,0,-32.549666,152.307591,0,1.1,8,UOM2002
21,215,16,0,-32.553779,152.303802,0,0.8,9,UOM2002
21,215,17,0,-32.557498,152.301386,21,1,9,UOM2002
21,215,18,0,-32.549844,152.307718,0,1,7,UOM2002
21,215,19,0,-32.550835,152.309015,8,0.9,8,UOM2002
21,215,20,0,-32.556271,152.300496,9,0.9,8,UOM2002
21,215,21,0,-32.549882,152.307718,1,1.1,7,UOM2002
21,215,22,0,-32.549945,152.307668,0,0.9,9,UOM2002
21,215,23,0,-32.549933,152.307668,0,0.8,9,UOM2002
21,216,0,0,-32.549958,152.307668,12,0.8,10,UOM2002
21,216,1,0,-32.549958,152.307718,13,0.8,10,UOM2002
21,216,2,0,-32.549901,152.307617,4,0.8,10,UOM2002
21,216,3,0,-32.54992,152.307718,1,1.2,7,UOM2002
21,216,4,0,-32.549933,152.307769,0,0.9,9,UOM2002
21,216,5,0,-32.549907,152.307668,17,0.9,9,UOM2002
21,216,6,0,-32.549634,152.307108,7,0.9,10,UOM2002
21,216,7,0,-32.523401,152.323104,9,1,10,UOM2002
21,216,8,0,-32.508028,152.329081,9,0.9,9,UOM2002
21,216,9,0,-32.505911,152.322901,53,0.9,9,UOM2002
21,216,10,0,-32.500278,152.303421,26,0.7,12,UOM2002
21,216,12,0,-32.504544,152.309778,0,1,8,UOM2002
21,216,13,0,-32.504512,152.309702,0,0.7,10,UOM2002
21,216,14,0,-32.505085,152.31194,0,0.9,8,UOM2002
21,216,15,0,-32.540504,152.318908,1,1.1,8,UOM2002
21,216,16,0,-32.543645,152.309651,9,1,7,UOM2002
21,216,17,0,-32.539201,152.320612,2,0.9,9,UOM2002
21,216,18,0,-32.543162,152.309982,0,1,7,UOM2002
21,216,19,0,-32.543778,152.309448,0,0.8,9,UOM2002
21,216,20,0,-32.543785,152.309575,0,0.8,9,UOM2002
21,216,21,0,-32.543766,152.309499,0,1,8,UOM2002
21,216,22,0,-32.54381,152.309549,7,0.7,11,UOM2002
21,216,23,0,-32.549888,152.307388,6,0.9,10,UOM2002
21,217,0,0,-32.549933,152.307795,15,0.7,11,UOM2002
21,217,1,0,-32.549971,152.307769,0,0.8,10,UOM2002
21,217,2,0,-32.54992,152.307718,14,0.9,9,UOM2002
21,217,3,0,-32.54992,152.30782,18,1.2,7,UOM2002
21,217,4,0,-32.549945,152.307871,2,0.8,9,UOM2002
21,217,5,0,-32.549958,152.307718,11,0.9,9,UOM2002
21,217,6,0,-32.548451,152.307973,13,1.1,9,UOM2002
21,217,7,0,-32.528488,152.322952,24,1,10,UOM2002
21,217,8,0,-32.512224,152.328725,16,1.1,8,UOM2002
21,217,9,0,-32.496877,152.353164,0,1.4,8,UOM2002
21,217,10,0,-32.503667,152.357844,37,0.9,9,UOM2002
21,217,11,0,-32.50366,152.358479,10,0.8,10,UOM2002
21,217,12,0,-32.503438,152.358505,0,1,8,UOM2002
21,217,13,0,-32.50387,152.358505,0,0.6,12,UOM2002
21,217,14,0,-32.502465,152.361963,27,0.7,10,UOM2002
