Latitude,Longitude,Individual,altitude,Hdop,num_sats,year,month_aedt,day_aedt,hour_aedt,Pack,,,,
-32.594965,152.252532,SLF1501,8,0.7,10,2022,4,7,0,SL,,,,
-32.607967,152.233306,SLF1501,0,1,7,2022,4,7,1,SL,,,,
-32.61648,152.211563,SLF1501,12,0.8,9,2022,4,7,2,SL,,,,
-32.606791,152.23,SLF1501,11,0.9,8,2022,4,7,3,SL,,,,
-32.608565,152.232365,SLF1501,5,0.8,10,2022,4,7,4,SL,,,,
-32.608501,152.232416,SLF1501,22,0.8,10,2022,4,7,5,SL,,,,
-32.608615,152.23234,SLF1501,24,0.8,10,2022,4,7,6,SL,,,,
-32.608622,152.232365,SLF1501,22,0.8,10,2022,4,7,7,SL,,,,
-32.608469,152.232467,SLF1501,9,0.9,9,2022,4,7,8,SL,,,,
-32.60859,152.232391,SLF1501,16,0.8,9,2022,4,7,9,SL,,,,
-32.608558,152.232467,SLF1501,31,0.9,8,2022,4,7,10,SL,,,,
-32.608526,152.232543,SLF1501,42,0.8,10,2022,4,7,11,SL,,,,
-32.608488,152.232467,SLF1501,37,1,8,2022,4,7,12,SL,,,,
-32.608641,152.232391,SLF1501,24,0.8,10,2022,4,7,13,SL,,,,
-32.608628,152.232391,SLF1501,8,0.8,9,2022,4,7,14,SL,,,,
-32.608634,152.232442,SLF1501,17,0.8,9,2022,4,7,15,SL,,,,
-32.608615,152.232162,SLF1501,24,0.8,9,2022,4,7,16,SL,,,,
-32.609474,152.231348,SLF1501,29,0.8,10,2022,4,7,17,SL,,,,
-32.609505,152.23145,SLF1501,29,0.9,9,2022,4,7,18,SL,,,,
-32.592772,152.254135,SLF1501,17,1,8,2022,4,7,19,SL,,,,
-32.591812,152.262781,SLF1501,42,0.8,10,2022,4,7,20,SL,,,,
-32.587794,152.275828,SLF1501,11,0.7,11,2022,4,7,21,SL,,,,
-32.587196,152.273132,SLF1501,0,0.9,9,2022,4,7,22,SL,,,,
-32.587666,152.270385,SLF1501,3,0.8,10,2022,4,7,23,SL,,,,
-32.608062,152.244954,SLF1501,10,0.8,10,2022,4,8,0,SL,,,,
-32.615692,152.223642,SLF1501,5,1,7,2022,4,8,1,SL,,,,
-32.615622,152.223719,SLF1501,7,0.8,9,2022,4,8,2,SL,,,,
-32.61559,152.22349,SLF1501,23,0.8,9,2022,4,8,3,SL,,,,
-32.615679,152.22377,SLF1501,0,1.1,8,2022,4,8,4,SL,,,,
-32.61566,152.223668,SLF1501,10,1.1,7,2022,4,8,5,SL,,,,
-32.615698,152.223617,SLF1501,20,0.7,11,2022,4,8,6,SL,,,,
-32.615711,152.223617,SLF1501,21,0.8,10,2022,4,8,7,SL,,,,
-32.620454,152.206934,SLF1501,7,0.9,9,2022,4,8,8,SL,,,,
-32.608666,152.232416,SLF1501,15,0.7,11,2022,4,8,9,SL,,,,
-32.60866,152.232365,SLF1501,9,0.9,8,2022,4,8,10,SL,,,,
-32.608774,152.232442,SLF1501,29,0.9,9,2022,4,8,11,SL,,,,
-32.608666,152.232416,SLF1501,28,1.2,7,2022,4,8,12,SL,,,,
-32.608641,152.232416,SLF1501,41,0.9,9,2022,4,8,13,SL,,,,
-32.60866,152.232391,SLF1501,23,0.8,9,2022,4,8,14,SL,,,,
-32.608685,152.232365,SLF1501,20,0.9,8,2022,4,8,15,SL,,,,
-32.607611,152.232594,SLF1501,50,1,8,2022,4,8,16,SL,,,,
-32.607687,152.232391,SLF1501,35,0.8,9,2022,4,8,17,SL,,,,
-32.601565,152.268096,SLF1501,5,0.8,9,2022,4,8,18,SL,,,,
-32.589415,152.2698,SLF1501,0,1,8,2022,4,8,19,SL,,,,
-32.589262,152.276769,SLF1501,12,0.7,11,2022,4,8,20,SL,,,,
-32.588048,152.27949,SLF1501,5,0.8,10,2022,4,8,21,SL,,,,
-32.571587,152.293299,SLF1501,21,1.3,7,2022,4,8,22,SL,,,,
-32.588684,152.268402,SLF1501,5,0.8,9,2022,4,8,23,SL,,,,
-32.591011,152.265909,SLF1501,11,0.9,10,2022,4,9,0,SL,,,,
-32.58965,152.276565,SLF1501,2,1,7,2022,4,9,1,SL,,,,
-32.588003,152.272369,SLF1501,8,0.8,10,2022,4,9,2,SL,,,,
-32.569788,152.295333,SLF1501,17,0.8,9,2022,4,9,3,SL,,,,
-32.569527,152.295308,SLF1501,2,1.1,8,2022,4,9,4,SL,,,,
-32.569438,152.295359,SLF1501,16,0.8,10,2022,4,9,5,SL,,,,
-32.569515,152.295308,SLF1501,7,1,8,2022,4,9,6,SL,,,,
-32.560201,152.300114,SLF1501,14,0.8,10,2022,4,9,7,SL,,,,
-32.565382,152.298868,SLF1501,11,0.8,10,2022,4,9,8,SL,,,,
-32.60117,152.267562,SLF1501,19,0.7,11,2022,4,9,9,SL,,,,
-32.601355,152.268147,SLF1501,11,0.9,8,2022,4,9,10,SL,,,,
-32.600051,152.266316,SLF1501,10,0.9,8,2022,4,9,11,SL,,,,
-32.600814,152.267206,SLF1501,21,0.9,9,2022,4,9,12,SL,,,,
-32.599969,152.267512,SLF1501,13,1,8,2022,4,9,13,SL,,,,
-32.599918,152.267562,SLF1501,29,0.9,8,2022,4,9,14,SL,,,,
-32.600516,152.268351,SLF1501,6,0.9,8,2022,4,9,15,SL,,,,
-32.601088,152.268224,SLF1501,5,0.8,9,2022,4,9,16,SL,,,,
-32.601126,152.268198,SLF1501,15,0.8,10,2022,4,9,17,SL,,,,
-32.600751,152.265935,SLF1501,12,0.7,10,2022,4,9,18,SL,,,,
-32.599924,152.268249,SLF1501,10,1,7,2022,4,9,19,SL,,,,
-32.599873,152.268198,SLF1501,18,0.7,11,2022,4,9,20,SL,,,,
-32.599962,152.268224,SLF1501,4,1,7,2022,4,9,21,SL,,,,
-32.594704,152.258534,SLF1501,17,1,9,2022,4,9,22,SL,,,,
-32.599276,152.244471,SLF1501,15,0.8,10,2022,4,9,23,SL,,,,
-32.608641,152.232187,SLF1501,18,0.8,10,2022,4,10,0,SL,,,,
-32.608647,152.232213,SLF1501,13,1,7,2022,4,10,1,SL,,,,
-32.608444,152.23234,SLF1501,18,0.7,10,2022,4,10,2,SL,,,,
-32.608609,152.232162,SLF1501,18,0.8,9,2022,4,10,3,SL,,,,
-32.608622,152.232187,SLF1501,14,1.1,8,2022,4,10,4,SL,,,,
-32.608634,152.232187,SLF1501,14,0.7,12,2022,4,10,5,SL,,,,
-32.610078,152.237757,SLF1501,6,0.8,10,2022,4,10,6,SL,,,,
-32.600852,152.266647,SLF1501,14,0.8,10,2022,4,10,7,SL,,,,
-32.599981,152.267257,SLF1501,12,0.7,10,2022,4,10,8,SL,,,,
-32.599988,152.267206,SLF1501,3,0.9,9,2022,4,10,9,SL,,,,
-32.600299,152.267715,SLF1501,21,0.9,9,2022,4,10,10,SL,,,,
-32.600064,152.267715,SLF1501,14,0.7,11,2022,4,10,11,SL,,,,
-32.599867,152.26741,SLF1501,33,1.1,7,2022,4,10,12,SL,,,,
-32.599854,152.267435,SLF1501,17,1,9,2022,4,10,13,SL,,,,
-32.599873,152.267537,SLF1501,32,1.2,7,2022,4,10,14,SL,,,,
-32.601704,152.268224,SLF1501,9,0.7,10,2022,4,10,15,SL,,,,
-32.600363,152.265528,SLF1501,16,0.8,9,2022,4,10,16,SL,,,,
-32.59995,152.265553,SLF1501,27,0.8,10,2022,4,10,17,SL,,,,
-32.59995,152.264765,SLF1501,15,1.2,8,2022,4,10,18,SL,,,,
-32.598526,152.269724,SLF1501,12,0.9,9,2022,4,10,19,SL,,,,
-32.599886,152.243123,SLF1501,26,0.7,11,2022,4,10,20,SL,,,,
-32.61175,152.233891,SLF1501,4,0.8,10,2022,4,10,21,SL,,,,
-32.60049,152.266342,SLF1501,2,0.8,10,2022,4,10,22,SL,,,,
-32.600242,152.266367,SLF1501,20,0.9,9,2022,4,10,23,SL,,,,
-32.600331,152.266265,SLF1501,5,0.8,10,2022,4,11,0,SL,,,,
-32.588061,152.279464,SLF1501,0,1,7,2022,4,11,1,SL,,,,
-32.593814,152.271301,SLF1501,21,0.7,10,2022,4,11,2,SL,,,,
-32.597928,152.246836,SLF1501,15,0.8,9,2022,4,11,3,SL,,,,
-32.60859,152.232315,SLF1501,13,1.1,8,2022,4,11,4,SL,,,,
-32.608609,152.232289,SLF1501,11,0.7,12,2022,4,11,5,SL,,,,
-32.608596,152.23351,SLF1501,22,0.7,11,2022,4,11,6,SL,,,,
-32.616671,152.224075,SLF1501,22,0.8,10,2022,4,11,7,SL,,,,
-32.600051,152.242996,SLF1501,13,0.9,9,2022,4,11,8,SL,,,,
-32.599155,152.265146,SLF1501,13,0.7,11,2022,4,11,9,SL,,,,
-32.599136,152.265121,SLF1501,6,0.9,9,2022,4,11,10,SL,,,,
-32.599091,152.265172,SLF1501,15,0.7,11,2022,4,11,11,SL,,,,
-32.599155,152.265096,SLF1501,19,0.9,9,2022,4,11,12,SL,,,,
-32.599136,152.265121,SLF1501,6,0.9,9,2022,4,11,13,SL,,,,
-32.599174,152.265096,SLF1501,15,0.8,9,2022,4,11,14,SL,,,,
-32.599231,152.265096,SLF1501,7,0.8,9,2022,4,11,15,SL,,,,
-32.599467,152.26329,SLF1501,13,0.8,9,2022,4,11,16,SL,,,,
-32.600166,152.265274,SLF1501,19,0.8,10,2022,4,11,17,SL,,,,
-32.600376,152.267334,SLF1501,12,0.7,10,2022,4,11,18,SL,,,,
-32.599492,152.266977,SLF1501,7,0.9,8,2022,4,11,19,SL,,,,
-32.60805,152.231959,SLF1501,30,0.7,11,2022,4,11,20,SL,,,,
-32.608247,152.229975,SLF1501,12,0.9,9,2022,4,11,21,SL,,,,
-32.608234,152.230026,SLF1501,20,0.8,10,2022,4,11,22,SL,,,,
-32.608208,152.23,SLF1501,14,0.8,9,2022,4,11,23,SL,,,,
-32.60852,152.232416,SLF1501,10,0.8,10,2022,4,12,0,SL,,,,
-32.598036,152.267384,SLF1501,0,0.9,8,2022,4,12,1,SL,,,,
-32.590292,152.278447,SLF1501,7,0.8,9,2022,4,12,2,SL,,,,
-32.599835,152.267232,SLF1501,11,0.9,8,2022,4,12,3,SL,,,,
-32.599829,152.267257,SLF1501,0,1.2,7,2022,4,12,4,SL,,,,
-32.599899,152.267232,SLF1501,6,0.9,9,2022,4,12,5,SL,,,,
-32.599899,152.267232,SLF1501,11,0.8,10,2022,4,12,6,SL,,,,
-32.601971,152.261281,SLF1501,17,0.8,10,2022,4,12,7,SL,,,,
-32.599975,152.247141,SLF1501,25,0.7,11,2022,4,12,8,SL,,,,
-32.599937,152.247039,SLF1501,22,0.7,11,2022,4,12,9,SL,,,,
-32.608488,152.232467,SLF1501,18,0.7,10,2022,4,12,10,SL,,,,
-32.608514,152.232442,SLF1501,11,0.9,7,2022,4,12,11,SL,,,,
-32.608488,152.232518,SLF1501,25,1.1,7,2022,4,12,12,SL,,,,
-32.608469,152.232671,SLF1501,43,0.9,8,2022,4,12,13,SL,,,,
-32.608634,152.232569,SLF1501,16,0.8,9,2022,4,12,14,SL,,,,
-32.607395,152.232365,SLF1501,28,0.8,9,2022,4,12,15,SL,,,,
-32.608584,152.23295,SLF1501,22,0.8,9,2022,4,12,16,SL,,,,
-32.608304,152.232645,SLF1501,13,0.9,8,2022,4,12,17,SL,,,,
-32.626557,152.201034,SLF1501,0,0.8,9,2022,4,12,18,SL,,,,
-32.608596,152.232315,SLF1501,17,0.9,9,2022,4,12,19,SL,,,,
-32.598456,152.268274,SLF1501,8,0.8,9,2022,4,12,20,SL,,,,
-32.595296,152.271937,SLF1501,17,0.8,10,2022,4,12,21,SL,,,,
-32.599041,152.269317,SLF1501,6,0.9,9,2022,4,12,22,SL,,,,
-32.596841,152.268885,SLF1501,14,0.8,9,2022,4,12,23,SL,,,,
-32.609099,152.232976,SLF1501,16,0.8,10,2022,4,13,0,SL,,,,
-32.594355,152.251439,SLF1501,0,0.9,8,2022,4,13,1,SL,,,,
-32.600388,152.267334,SLF1501,9,0.8,9,2022,4,13,2,SL,,,,
-32.596262,152.270385,SLF1501,24,0.8,9,2022,4,13,3,SL,,,,
-32.599288,152.243504,SLF1501,3,1.2,8,2022,4,13,4,SL,,,,
-32.608565,152.232467,SLF1501,7,0.9,9,2022,4,13,5,SL,,,,
-32.608456,152.232442,SLF1501,73,0.8,9,2022,4,13,6,SL,,,,
-32.608603,152.232569,SLF1501,21,1,9,2022,4,13,7,SL,,,,
-32.608565,152.232543,SLF1501,20,1,8,2022,4,13,8,SL,,,,
-32.608577,152.232569,SLF1501,18,0.9,8,2022,4,13,9,SL,,,,
-32.608488,152.232162,SLF1501,23,1,8,2022,4,13,10,SL,,,,
-32.608628,152.23234,SLF1501,27,0.8,10,2022,4,13,11,SL,,,,
-32.608634,152.232391,SLF1501,28,1,9,2022,4,13,12,SL,,,,
-32.608558,152.232594,SLF1501,19,0.8,10,2022,4,13,13,SL,,,,
-32.608641,152.232518,SLF1501,4,0.8,9,2022,4,13,14,SL,,,,
-32.608565,152.232518,SLF1501,21,0.9,8,2022,4,13,15,SL,,,,
-32.608577,152.232569,SLF1501,14,1.2,7,2022,4,13,16,SL,,,,
-32.608596,152.232518,SLF1501,22,0.8,8,2022,4,13,17,SL,,,,
-32.593236,152.257136,SLF1501,13,0.7,10,2022,4,13,18,SL,,,,
-32.595092,152.283584,SLF1501,12,0.9,9,2022,4,13,19,SL,,,,
-32.590559,152.287043,SLF1501,18,0.7,10,2022,4,13,20,SL,,,,
-32.59019,152.276438,SLF1501,6,0.7,11,2022,4,13,21,SL,,,,
-32.607579,152.232645,SLF1501,25,0.8,10,2022,4,13,22,SL,,,,
-32.607789,152.232442,SLF1501,19,0.8,9,2022,4,13,23,SL,,,,
-32.607598,152.232696,SLF1501,13,0.8,9,2022,4,14,0,SL,,,,
-32.607312,152.232187,SLF1501,0,0.9,8,2022,4,14,1,SL,,,,
-32.608081,152.232162,SLF1501,30,0.8,9,2022,4,14,2,SL,,,,
-32.607744,152.232518,SLF1501,28,0.9,9,2022,4,14,3,SL,,,,
-32.608533,152.232594,SLF1501,1,1.1,8,2022,4,14,4,SL,,,,
-32.608634,152.232467,SLF1501,0,0.9,9,2022,4,14,5,SL,,,,
-32.608571,152.232569,SLF1501,46,0.8,10,2022,4,14,6,SL,,,,
-32.608596,152.232569,SLF1501,30,1,9,2022,4,14,7,SL,,,,
-32.608622,152.232569,SLF1501,0,1.1,6,2022,4,14,8,SL,,,,
-32.608685,152.23262,SLF1501,0,0.8,10,2022,4,14,9,SL,,,,
-32.607859,152.232315,SLF1501,9,0.8,9,2022,4,14,10,SL,,,,
-32.611445,152.23412,SLF1501,24,0.8,10,2022,4,14,11,SL,,,,
-32.605595,152.248616,SLF1501,15,0.9,9,2022,4,14,12,SL,,,,
-32.605576,152.248591,SLF1501,11,1.3,8,2022,4,14,13,SL,,,,
-32.605602,152.248616,SLF1501,10,0.8,9,2022,4,14,14,SL,,,,
-32.605627,152.248565,SLF1501,4,0.9,8,2022,4,14,15,SL,,,,
-32.598634,152.266545,SLF1501,0,1,8,2022,4,14,16,SL,,,,
-32.599918,152.260772,SLF1501,20,0.8,9,2022,4,14,17,SL,,,,
-32.593528,152.283966,SLF1501,8,0.7,10,2022,4,14,18,SL,,,,
-32.576057,152.290527,SLF1501,7,0.9,9,2022,4,14,19,SL,,,,
-32.595162,152.283101,SLF1501,8,0.7,11,2022,4,14,20,SL,,,,
-32.6007,152.265299,SLF1501,8,0.9,9,2022,4,14,21,SL,,,,
-32.600764,152.265223,SLF1501,12,1,9,2022,4,14,22,SL,,,,
-32.602614,152.260187,SLF1501,7,0.8,10,2022,4,14,23,SL,,,,
-32.608603,152.232543,SLF1501,28,0.9,8,2022,4,15,0,SL,,,,
-32.608545,152.232543,SLF1501,27,0.9,8,2022,4,15,1,SL,,,,
-32.608622,152.232264,SLF1501,18,0.8,9,2022,4,15,2,SL,,,,
-32.608641,152.232213,SLF1501,21,0.9,9,2022,4,15,3,SL,,,,
-32.608641,152.23234,SLF1501,58,1.2,7,2022,4,15,4,SL,,,,
-32.608628,152.232365,SLF1501,14,0.8,10,2022,4,15,5,SL,,,,
-32.608603,152.23234,SLF1501,22,0.7,11,2022,4,15,6,SL,,,,
-32.608634,152.232442,SLF1501,2,1.1,8,2022,4,15,7,SL,,,,
-32.608647,152.232416,SLF1501,18,0.8,9,2022,4,15,8,SL,,,,
-32.608628,152.232467,SLF1501,13,0.8,9,2022,4,15,9,SL,,,,
-32.608577,152.232467,SLF1501,27,0.9,9,2022,4,15,10,SL,,,,
-32.608526,152.232518,SLF1501,29,0.8,9,2022,4,15,11,SL,,,,
-32.608507,152.232416,SLF1501,28,1,8,2022,4,15,12,SL,,,,
-32.608545,152.232543,SLF1501,29,0.8,10,2022,4,15,13,SL,,,,
-32.608577,152.232518,SLF1501,12,0.8,10,2022,4,15,14,SL,,,,
-32.608571,152.232518,SLF1501,7,1,7,2022,4,15,15,SL,,,,
-32.608565,152.232518,SLF1501,30,1.2,7,2022,4,15,16,SL,,,,
-32.597807,152.246734,SLF1501,15,0.8,9,2022,4,15,17,SL,,,,
-32.592803,152.271581,SLF1501,0,0.7,10,2022,4,15,18,SL,,,,
-32.610605,152.239028,SLF1501,6,0.8,9,2022,4,15,19,SL,,,,
-32.624561,152.217386,SLF1501,10,0.7,12,2022,4,15,20,SL,,,,
-32.612042,152.233942,SLF1501,7,0.8,10,2022,4,15,21,SL,,,,
-32.600929,152.264968,SLF1501,9,0.8,10,2022,4,15,22,SL,,,,
-32.594457,152.28483,SLF1501,4,0.7,11,2022,4,15,23,SL,,,,
-32.610853,152.23796,SLF1501,0,0.8,9,2022,4,16,0,SL,,,,
-32.612017,152.234247,SLF1501,10,0.8,9,2022,4,16,1,SL,,,,
-32.625934,152.215657,SLF1501,16,0.8,9,2022,4,16,2,SL,,,,
-32.60859,152.23234,SLF1501,18,0.9,9,2022,4,16,3,SL,,,,
-32.608545,152.23234,SLF1501,0,1.2,8,2022,4,16,4,SL,,,,
-32.606403,152.248972,SLF1501,8,0.7,11,2022,4,16,5,SL,,,,
-32.601151,152.268376,SLF1501,18,0.7,10,2022,4,16,6,SL,,,,
-32.58244,152.291214,SLF1501,9,0.9,10,2022,4,16,7,SL,,,,
-32.554542,152.303421,SLF1501,5,0.9,9,2022,4,16,8,SL,,,,
-32.551732,152.305226,SLF1501,16,0.8,10,2022,4,16,9,SL,,,,
-32.564727,152.299046,SLF1501,5,0.7,10,2022,4,16,10,SL,,,,
-32.599384,152.267537,SLF1501,24,0.8,9,2022,4,16,11,SL,,,,
-32.599377,152.267537,SLF1501,22,0.9,9,2022,4,16,12,SL,,,,
-32.60077,152.265808,SLF1501,25,0.8,10,2022,4,16,13,SL,,,,
-32.599956,152.265502,SLF1501,0,0.8,10,2022,4,16,14,SL,,,,
-32.599975,152.265579,SLF1501,0,0.8,9,2022,4,16,15,SL,,,,
-32.599918,152.265502,SLF1501,15,1,8,2022,4,16,16,SL,,,,
-32.600128,152.268046,SLF1501,8,0.8,9,2022,4,16,17,SL,,,,
-32.599962,152.267257,SLF1501,10,0.9,9,2022,4,16,18,SL,,,,
-32.597044,152.26863,SLF1501,18,0.8,9,2022,4,16,19,SL,,,,
-32.597031,152.268605,SLF1501,13,0.7,10,2022,4,16,20,SL,,,,
-32.600916,152.266189,SLF1501,1,0.8,10,2022,4,16,21,SL,,,,
-32.604877,152.253016,SLF1501,5,0.8,10,2022,4,16,22,SL,,,,
-32.60852,152.232442,SLF1501,34,0.8,10,2022,4,16,23,SL,,,,
-32.600922,152.241063,SLF1501,7,0.9,8,2022,4,17,0,SL,,,,
-32.600083,152.267308,SLF1501,5,0.8,9,2022,4,17,1,SL,,,,
-32.610866,152.239817,SLF1501,11,0.8,9,2022,4,17,2,SL,,,,
-32.609099,152.232543,SLF1501,21,0.9,9,2022,4,17,3,SL,,,,
-32.608558,152.232569,SLF1501,10,1.1,8,2022,4,17,4,SL,,,,
-32.608584,152.232518,SLF1501,7,0.9,10,2022,4,17,5,SL,,,,
-32.608584,152.232518,SLF1501,26,0.8,10,2022,4,17,6,SL,,,,
-32.608622,152.232569,SLF1501,17,1.1,9,2022,4,17,7,SL,,,,
-32.60859,152.232518,SLF1501,20,0.8,9,2022,4,17,8,SL,,,,
-32.608577,152.232543,SLF1501,15,0.9,9,2022,4,17,9,SL,,,,
-32.608565,152.232594,SLF1501,10,0.9,9,2022,4,17,10,SL,,,,
-32.608526,152.232518,SLF1501,22,0.8,9,2022,4,17,11,SL,,,,
-32.608469,152.232569,SLF1501,22,1.5,6,2022,4,17,12,SL,,,,
-32.608514,152.232518,SLF1501,31,0.9,8,2022,4,17,13,SL,,,,
-32.608622,152.232594,SLF1501,7,0.8,10,2022,4,17,14,SL,,,,
-32.608469,152.232416,SLF1501,0,1,7,2022,4,17,15,SL,,,,
-32.607643,152.232187,SLF1501,26,1.2,7,2022,4,17,16,SL,,,,
-32.608196,152.232009,SLF1501,28,0.9,8,2022,4,17,17,SL,,,,
-32.609588,152.241521,SLF1501,9,0.9,9,2022,4,17,18,SL,,,,
-32.600636,152.268783,SLF1501,5,0.8,9,2022,4,17,19,SL,,,,
-32.566539,152.29574,SLF1501,9,0.9,8,2022,4,17,20,SL,,,,
-32.555731,152.302556,SLF1501,1,1,8,2022,4,17,21,SL,,,,
-32.600503,152.26769,SLF1501,7,0.9,9,2022,4,17,22,SL,,,,
-32.600058,152.267308,SLF1501,12,0.7,10,2022,4,17,23,SL,,,,
-32.601177,152.267664,SLF1501,0,0.8,9,2022,4,18,0,SL,,,,
-32.608641,152.23234,SLF1501,15,0.9,8,2022,4,18,1,SL,,,,
-32.606988,152.236969,SLF1501,23,0.8,9,2022,4,18,2,SL,,,,
-32.613028,152.216674,SLF1501,0,0.8,10,2022,4,18,3,SL,,,,
-32.602798,152.235951,SLF1501,11,1.2,8,2022,4,18,4,SL,,,,
-32.599219,152.262552,SLF1501,0,0.7,11,2022,4,18,5,SL,,,,
-32.599174,152.262603,SLF1501,15,0.8,10,2022,4,18,6,SL,,,,
-32.599199,152.262629,SLF1501,1,0.9,10,2022,4,18,7,SL,,,,
-32.599168,152.262629,SLF1501,5,0.8,10,2022,4,18,8,SL,,,,
-32.592486,152.271733,SLF1501,12,1,8,2022,4,18,9,SL,,,,
-32.599575,152.245081,SLF1501,21,0.8,10,2022,4,18,10,SL,,,,
-32.599492,152.24503,SLF1501,23,0.8,9,2022,4,18,11,SL,,,,
-32.599549,152.245081,SLF1501,21,1,8,2022,4,18,12,SL,,,,
-32.599695,152.244929,SLF1501,6,1.4,4,2022,4,18,14,SL,,,,
-32.59953,152.245183,SLF1501,31,0.8,10,2022,4,18,15,SL,,,,
-32.599956,152.24147,SLF1501,46,1,8,2022,4,18,16,SL,,,,
-32.608406,152.232111,SLF1501,22,0.8,9,2022,4,18,17,SL,,,,
-32.609169,152.221557,SLF1501,36,0.9,9,2022,4,18,18,SL,,,,
-32.604419,152.229059,SLF1501,32,0.8,9,2022,4,18,19,SL,,,,
-32.604489,152.229059,SLF1501,10,0.8,10,2022,4,18,20,SL,,,,
-32.60934,152.231679,SLF1501,20,0.9,9,2022,4,18,21,SL,,,,
-32.609315,152.231679,SLF1501,30,0.8,10,2022,4,18,22,SL,,,,
-32.593096,152.257848,SLF1501,9,0.7,11,2022,4,18,23,SL,,,,
-32.601126,152.266876,SLF1501,0,0.8,9,2022,4,19,0,SL,,,,
-32.599702,152.265375,SLF1501,0,0.9,8,2022,4,19,1,SL,,,,
-32.599708,152.265477,SLF1501,12,0.8,9,2022,4,19,2,SL,,,,
-32.599759,152.265375,SLF1501,0,0.9,9,2022,4,19,3,SL,,,,
-32.607522,152.23262,SLF1501,5,1,8,2022,4,19,4,SL,,,,
-32.608609,152.232416,SLF1501,29,1.7,5,2022,4,19,6,SL,,,,
-32.60859,152.232518,SLF1501,45,1.4,7,2022,4,19,7,SL,,,,
-32.608628,152.23262,SLF1501,6,1.1,6,2022,4,19,8,SL,,,,
-32.608622,152.232467,SLF1501,0,1.2,5,2022,4,19,9,SL,,,,
-32.60852,152.232543,SLF1501,10,1,8,2022,4,19,10,SL,,,,
-32.608495,152.232264,SLF1501,17,1.3,7,2022,4,19,11,SL,,,,
-32.607223,152.231628,SLF1501,14,1.3,7,2022,4,19,12,SL,,,,
-32.608514,152.232543,SLF1501,28,1.3,6,2022,4,19,13,SL,,,,
-32.608622,152.232543,SLF1501,4,0.9,7,2022,4,19,14,SL,,,,
-32.612347,152.233612,SLF1501,15,0.8,9,2022,4,19,15,SL,,,,
-32.612341,152.233561,SLF1501,18,0.8,9,2022,4,19,16,SL,,,,
-32.612386,152.233535,SLF1501,4,0.9,8,2022,4,19,17,SL,,,,
-32.59864,152.245361,SLF1501,18,1.6,7,2022,4,19,18,SL,,,,
-32.599358,152.269088,SLF1501,3,0.9,8,2022,4,19,19,SL,,,,
-32.608571,152.232111,SLF1501,27,0.8,10,2022,4,19,20,SL,,,,
-32.608711,152.233408,SLF1501,5,0.9,9,2022,4,19,21,SL,,,,
-32.615018,152.231297,SLF1501,9,1,8,2022,4,19,22,SL,,,,
-32.608609,152.232543,SLF1501,13,1,8,2022,4,19,23,SL,,,,
-32.608571,152.232569,SLF1501,12,1.5,6,2022,4,20,0,SL,,,,
-32.608558,152.232696,SLF1501,48,0.9,7,2022,4,20,1,SL,,,,
-32.608545,152.232518,SLF1501,22,0.9,7,2022,4,20,2,SL,,,,
-32.608615,152.232823,SLF1501,9,0.8,9,2022,4,20,3,SL,,,,
-32.578181,152.288543,SLF1501,7,1.1,7,2022,4,20,4,SL,,,,
-32.580031,152.292841,SLF1501,6,0.8,10,2022,4,20,5,SL,,,,
-32.599746,152.265452,SLF1501,13,0.8,10,2022,4,20,6,SL,,,,
-32.599708,152.265401,SLF1501,10,1,9,2022,4,20,7,SL,,,,
-32.599721,152.265452,SLF1501,14,0.7,11,2022,4,20,8,SL,,,,
-32.600611,152.266164,SLF1501,7,0.9,8,2022,4,20,9,SL,,,,
-32.600204,152.266037,SLF1501,11,0.8,10,2022,4,20,10,SL,,,,
-32.600179,152.26596,SLF1501,7,0.9,9,2022,4,20,11,SL,,,,
-32.600191,152.266037,SLF1501,15,1,9,2022,4,20,12,SL,,,,
-32.600191,152.266037,SLF1501,10,0.7,11,2022,4,20,13,SL,,,,
-32.600204,152.266011,SLF1501,0,0.8,9,2022,4,20,14,SL,,,,
-32.600001,152.265935,SLF1501,13,1,8,2022,4,20,15,SL,,,,
-32.599721,152.265401,SLF1501,15,0.8,10,2022,4,20,16,SL,,,,
-32.599861,152.267969,SLF1501,7,0.9,8,2022,4,20,17,SL,,,,
-32.593897,152.284957,SLF1501,8,0.9,9,2022,4,20,18,SL,,,,
-32.593821,152.255584,SLF1501,10,0.7,11,2022,4,20,19,SL,,,,
-32.613803,152.214589,SLF1501,4,0.7,11,2022,4,20,20,SL,,,,
-32.608024,152.232213,SLF1501,7,0.9,9,2022,4,20,21,SL,,,,
-32.598087,152.271326,SLF1501,13,0.8,10,2022,4,20,22,SL,,,,
-32.599778,152.265375,SLF1501,5,0.7,10,2022,4,20,23,SL,,,,
-32.59967,152.265299,SLF1501,11,1,7,2022,4,21,0,SL,,,,
-32.599765,152.265401,SLF1501,0,0.9,7,2022,4,21,1,SL,,,,
-32.604877,152.252838,SLF1501,13,0.8,8,2022,4,21,2,SL,,,,
-32.60852,152.232518,SLF1501,41,1.1,8,2022,4,21,3,SL,,,,
-32.608539,152.232594,SLF1501,24,1.1,7,2022,4,21,4,SL,,,,
-32.608603,152.232594,SLF1501,10,0.9,9,2022,4,21,5,SL,,,,
-32.608565,152.23262,SLF1501,21,0.8,10,2022,4,21,6,SL,,,,
